mchDate,mchTime,mchType,oppName,locName,locState,trnName,-=winLoss,-runTerps',-runOpponents'
2006-03-10,9:00:00,Home,George Mason,Virginia Beach,VA,,W,6,3
2006-03-10,11:00:00,Away,James Madison,Virginia Beach,VA,,W,1,0
2006-03-11,9:00:00,Away,Norfolk St,Virginia Beach,VA,,W,8,0
2006-03-11,11:00:00,Away,Cornell,Virginia Beach,VA,,W,8,0
2006-03-15,14:00:00,Away,James Madison,Harrisonburg,VA,,L,0,2
2006-03-15,16:00:00,Away,James Madison,Harrisonburg,VA,,L,0,2
2006-03-18,12:00:00,Away,Georgia Tech,Atlanta,GA,,L,1,4
2006-03-18,14:00:00,Away,Georgia Tech,Atlanta,GA,,L,0,9
2006-03-19,12:00:00,Away,Georgia Tech,Atlanta,GA,,L,1,5
2006-03-22,14:00:00,Home,Morgan St,College Park,MD,,W,9,0
2006-03-22,16:00:00,Home,Morgan St,College Park,MD,,W,13,0
2006-03-25,14:00:00,Away,North Carolina,Chapel Hill,NC,,L,0,5
2006-03-26,13:00:00,Away,North Carolina,Chapel Hill,NC,,W,4,3
2006-03-26,15:00:00,Away,North Carolina,Chapel Hill,NC,,L,1,6
2006-03-28,14:00:00,Home,Brown,College Park,MD,,W,8,0
2006-03-28,16:00:00,Home,Brown,College Park,MD,,W,4,1
2006-03-29,15:00:00,Home,Mount St. Mary's,College Park,MD,,W,2,0
2006-03-29,17:00:00,Home,Mount St. Mary's,College Park,MD,,W,8,0
2006-04-01,13:00:00,Away,North Carolina St,Raleigh,NC,,L,1,4
2006-04-01,15:00:00,Away,North Carolina St,Raleigh,NC,,W,1,0
2006-04-02,13:00:00,Away,North Carolina St,Raleigh,NC,,L,0,3
2006-04-05,17:00:00,Home,Delaware St,College Park,MD,,W,10,1
2006-04-05,19:00:00,Home,Delaware St,College Park,MD,,W,6,5
2006-04-09,12:00:00,Home,Virginia Tech,College Park,MD,,W,1,0
2006-04-09,14:00:00,Home,Virginia Tech,College Park,MD,,W,5,1
2006-04-12,17:00:00,Home,George Mason,College Park,MD,,W,12,0
2006-04-12,19:00:00,Home,George Mason,College Park,MD,,W,9,1
2006-04-15,13:00:00,Home,Virginia,College Park,MD,,L,1,2
2006-04-15,15:00:00,Home,Virginia,College Park,MD,,L,1,4
2006-04-16,13:00:00,Home,Virginia,College Park,MD,,W,1,0
2006-04-19,15:00:00,Home,George Washington,College Park,MD,,W,5,0
2006-04-19,17:00:00,Home,George Washington,College Park,MD,,L,4,6
2006-04-22,13:00:00,Away,Boston College,Boston,MA,,W,9,5
2006-04-22,15:00:00,Away,Boston College,Chestnut Hill,MA,,L,5,8
2006-04-23,11:00:00,Away,Boston College,Boston,MA,,L,1,4
2006-04-26,15:00:00,Away,Towson,Baltimore,MD,,W,2,0
2006-04-26,17:00:00,Away,Towson,Baltimore,MD,,L,4,5
2006-05-03,14:00:00,Away,Delaware,Newark,DE,,W,2,0
2006-05-03,16:00:00,Away,Delaware,Newark,DE,,W,5,0
2006-05-06,13:00:00,Home,Florida St,College Park,MD,,W,6,4
2006-05-06,15:00:00,Home,Florida St,College Park,MD,,L,1,4
2006-05-07,13:00:00,Home,Florida St,College Park,MD,,L,4,8
2006-05-11,12:30:00,Away,North Carolina ,Chapel Hill,NC,ACC Tournament,L,3,5
2006-05-11,20:00:00,Away,Virginia Tech ,Chapel Hill,NC,ACC Tournament,L,0,1
2007-02-16,11:00:00,Away,Michigan,Boca Raton,FL,,L,1,6
2007-02-16,13:00:00,Away,East Carolina,Boca Raton,FL,,W,9,1
2007-02-17,9:00:00,Away,St. John's,Boca Raton,FL,,W,8,1
2007-02-17,11:00:00,Home,Long Island,Boca Raton,FL,,W,4,1
2007-02-18,13:00:00,Away,Michigan,Boca Raton,FL,,L,1,2
2007-02-23,13:00:00,Home,Nevada,Palm Springs,CA,,W,6,5
2007-02-23,18:00:00,Away,Texas,Palm Springs,CA,,W,3,2
2007-02-24,18:00:00,Away,UCLA,Palm Springs,CA,,L,0,6
2007-02-24,23:00:00,Home,Loyola Marymount,Palm Springs,CA,,L,6,9
2007-02-25,14:00:00,Home,Cal,Palm Springs,CA,,L,1,11
2007-02-25,16:00:00,Home,UNLV,Palm Springs,CA,,L,0,1
2007-03-02,12:00:00,Home,Central Michigan,Tampa,FL,,W,3,2
2007-03-02,16:30:00,Home,New Mexico St,Tampa,FL,,L,1,3
2007-03-04,8:30:00,Home,Auburn,Tampa,FL,,W,5,4
2007-03-04,11:00:00,Home,Utah,Tampa,FL,,L,1,8
2007-03-09,16:00:00,Away,Rhode Island,College Park,MD,,W,7,2
2007-03-09,18:00:00,Home,Louisville,College Park,MD,,L,1,2
2007-03-10,13:00:00,Home,Princeton,College Park,MD,,L,1,4
2007-03-10,17:00:00,Home,Central Connecticut St,College Park,MD,,W,11,2
2007-03-11,11:00:00,Home,Central Connecticut St,College Park,MD,,W,8,0
2007-03-13,14:00:00,Away,UMBC,Baltimore,MD,,W,12,3
2007-03-13,16:00:00,Away,UMBC,Baltimore,MD,,W,4,1
2007-03-21,15:00:00,Home,Mount St. Mary's,College Park,MD,,W,5,0
2007-03-21,17:00:00,Home,Mount St. Mary's,College Park,MD,,W,3,1
2007-03-24,13:00:00,Away,Virginia,Charlottesville,VA,,W,15,1
2007-03-24,15:00:00,Away,Virginia,Charlottesville,VA,,W,8,3
2007-03-25,13:00:00,Away,Virginia,Charlottesville,VA,,W,11,1
2007-03-28,14:00:00,Away,Georgetown,Washington,DC,,W,6,5
2007-03-28,16:00:00,Away,Georgetown,Washington,DC,,W,6,0
2007-03-31,12:00:00,Away,Florida St,Tallahassee,FL,,L,2,4
2007-03-31,14:00:00,Away,Florida St,Tallahassee,FL,,L,0,6
2007-04-01,11:30:00,Away,Florida St,Tallahassee,FL,,L,0,8
2007-04-04,17:00:00,Home,Delaware St,College Park,MD,,W,5,2
2007-04-04,19:00:00,Home,Delaware St,College Park,MD,,W,6,3
2007-04-07,13:00:00,Home,North Carolina,College Park,MD,,W,3,2
2007-04-08,12:00:00,Home,North Carolina,College Park,MD,,L,0,4
2007-04-08,14:00:00,Home,North Carolina,Colelge Park,MD,,L,2,7
2007-04-11,16:00:00,Home,Georgetown,College Park,MD,,W,8,0
2007-04-11,18:00:00,Home,Georgetown,College Park,MD,,W,14,0
2007-04-14,11:00:00,Home,Georgia Tech,College Park,MD,,L,3,7
2007-04-14,13:00:00,Home,Georgia Tech,College Park,MD,,L,2,7
2007-04-18,16:00:00,Home,George Washington,College Park,MD,,W,8,1
2007-04-18,18:00:00,Home,George Washington,College Park,MD,,W,8,0
2007-04-21,12:00:00,Away,Virginia Tech,Blacksburg,VA,,L,4,5
2007-04-21,14:00:00,Away,Virginia Tech,Blacksburg,VA,,L,1,11
2007-04-22,13:00:00,Away,Virginia Tech,Blacksburg,VA,,W,5,4
2007-04-25,16:00:00,Home,Towson,College Park,MD,,W,4,2
2007-04-25,18:00:00,Home,Towson,College Park,MD,,W,5,1
2007-04-28,13:00:00,Home,NC St,College Park,MD,,L,2,4
2007-04-28,15:00:00,Home,NC St,College Park,MD,,W,7,4
2007-04-29,13:00:00,Home,NC St,College Park,MD,,L,1,8
2007-05-02,16:00:00,Home,Penn St,College Park,MD,,L,0,6
2007-05-02,18:00:00,Home,Penn St,College Park,MD,,L,3,4
2007-05-05,13:00:00,Home,Boston College,College Park,MD,,L,5,6
2007-05-05,15:00:00,Home,Boston College,College Park,MD,,W,7,4
2007-05-06,13:00:00,Home,Boston College,College Park,MD,,W,3,2
2007-05-10,10:00:00,Away,Georgia Tech,Tallahassee,FL,,L,1,5
2007-05-10,20:00:00,Away,NC St,Tallahassee,FL,,W,3,2
2007-05-11,20:00:00,Away,Florida St,Tallahassee,FL,,L,4,7
2008-02-08,11:00:00,Away,Michigan,Boca Raton,FL,,W,2,0
2008-02-08,13:00:00,Home,Massachusetts,Boca Raton,FL,,W,2,1
2008-02-09,13:00:00,Home,North Florida,Boca Raton,FL,,W,7,0
2008-02-10,11:00:00,Home,Michigan,Boca Raton,FL,,L,2,5
2008-02-16,11:00:00,Away,Coastal Carolina,Myrtle Beach,SC,,W,4,3
2008-02-16,13:30:00,Away,Elon,Myrtle Beach,SC,,W,5,4
2008-02-17,11:00:00,Home,Elon,Myrtle Beach,SC,,W,9,8
2008-02-17,13:30:00,Away,Coastal Carolina,Myrtle Beach,SC,,W,3,0
2008-02-27,14:00:00,Home,UMBC,College Park,MD,,W,5,1
2008-02-27,16:00:00,Home,UMBC,College Park,MD,,W,8,0
2029-02-01,12:00:00,Away,Villanova,Orlando,FL,,W,4,0
2029-02-01,14:00:00,Home,Vermont,Orlando,FL,,W,7,1
2008-03-01,12:00:00,Home,Florida A&M,Orlando,FL,,W,6,4
2008-03-02,14:00:00,Home,UCF,Orlando,FL,,W,1,0
2008-03-05,16:00:00,Home,James Madison,College Park,MD,,W,3,0
2008-03-05,18:00:00,Home,James Madison,College Park,MD,,W,7,4
2008-03-08,15:00:00,Home,Seton Hall,College Park,MD,,W,3,2
2008-03-09,14:00:00,Home,Columbia,College Park,MD,,W,2,0
2008-03-09,16:00:00,Home,Fordham,College Park,MD,,W,13,12
2008-03-12,16:00:00,Home,Pittsburgh,College Park,MD,,W,6,0
2008-03-12,18:00:00,Home,Pittsburgh,College Park,MD,,L,4,5
2008-03-14,17:00:00,Home,St Peter's,College Park,MD,,W,8,0
2008-03-15,13:00:00,Home,Lehigh,College Park,MD,,L,0,1
2008-03-15,17:00:00,Home,Valparaiso,College Park,MD,,L,5,7
2008-03-16,13:00:00,Home,UMBC,College Park,MD,,W,5,2
2008-03-16,15:00:00,Home,Niagara,College Park,MD,,W,4,1
2008-03-21,17:00:00,Away,North Carolina,Chapel Hill,NC,,L,1,2
2008-03-22,13:00:00,Away,North Carolina,Chapel Hill,NC,,L,1,5
2008-03-22,15:00:00,Away,North Carolina,Chapel Hill,NC,,L,2,3
2008-03-29,13:00:00,Home,Virginia Tech,College Park,MD,,L,1,8
2008-03-29,15:00:00,Home,Virginia Tech,College Park,MD,,W,2,1
2008-03-30,13:00:00,Home,Virginia Tech,College Park,MD,,L,3,8
2008-04-02,17:00:00,Home,Delaware St,College Park,MD,,W,2,0
2008-04-02,19:00:00,Home,Delaware St,College Park,MD,,W,4,1
2008-04-05,15:00:00,Home,Florida St,College Park,MD,,W,3,1
2008-04-05,17:00:00,Home,Florida St,College Park,MD,,L,0,3
2008-04-06,12:00:00,Home,Florida St,College Park,MD,,W,4,3
2008-04-08,16:00:00,Home,Georgetown,College Park,MD,,W,1,0
2008-04-08,18:00:00,Home,Georgetown,College Park,MD,,W,8,0
2008-04-12,13:00:00,Away,North Carolina St,Raleigh,NC,,L,1,3
2008-04-12,15:00:00,Away,North Carolina St,Raleigh,NC,,W,5,3
2008-04-13,13:00:00,Away,North Carolina St,Raleigh,NC,,L,6,7
2008-04-16,16:00:00,Away,Penn St,University Park,PA,,L,0,7
2008-04-16,18:00:00,Away,Penn St,University Park,PA,,L,2,3
2008-04-19,13:00:00,Home,Virginia,College Park,MD,,L,4,5
2008-04-19,15:00:00,Home,Virginia,College Park,MD,,W,6,1
2008-04-20,13:00:00,Home,Virginia,College Park,MD,,W,2,0
2008-04-23,16:00:00,Home,George Washington,College Park,MD,,W,3,0
2008-04-23,18:00:00,Home,George Washington,College Park,MD,,W,17,1
2008-04-26,13:00:00,Away,Georgia Tech,Atlanta,GA,,L,2,0
2008-04-26,15:00:00,Away,Georgia Tech,Atlanta,GA,,L,2,4
2008-04-27,13:00:00,Away,Georgia Tech,Atlanta,GA,,L,3,4
2008-04-30,15:00:00,Away,Towson,Baltimore,MD,,L,3,4
2008-04-30,17:00:00,Away,Towson,Baltimore,MD,,W,12,3
2008-05-03,13:00:00,Away,Boston College,Boston,MA,,L,2,5
2008-05-03,15:00:00,Away,Boston College,Boston,MA,,L,1,3
2008-05-04,13:00:00,Away,Boston College,Boston,MA,,W,8,0
2008-05-08,12:30:00,Away,Virginia Tech,College Park,MD,,L,4,7
2008-05-08,20:00:00,Away,Boston College,College Park,MD,,L,3,7
2009-02-06,16:00:00,Home,Massachusetts,Boca Raton,FL,,L,3,8
2009-02-06,20:00:00,Away,Florida Atlantic,Boca Raton,FL,,L,2,3
2009-02-07,11:00:00,Home,Long Island,Boca Raton,FL,,L,0,1
2009-02-07,13:00:00,Away,Michigan,Boca Raton,FL,,L,0,8
2009-02-08,11:00:00,Away,Pittsburgh,Boca Raton,FL,,L,0,4
2009-02-19,18:30:00,Away,UC Santa Barbara,Palm Springs,CA,,W,7,3
2009-02-19,23:00:00,Away,Hawai'i,Palm Springs,CA,,W,3,2
2009-02-20,18:30:00,Home,Fresno St,Palm Springs,CA,,L,1,2
2009-02-21,15:30:00,Home,California,Palm Springs,CA,,L,0,7
2009-02-21,23:00:00,Home,Nevada,Palm Springs,CA,,W,8,7
2009-02-22,14:00:00,Away,UCLA,Palm Springs,CA,,L,0,5
2009-02-27,13:30:00,Home,Centenary College,Deland,FL,,W,8,3
2009-02-27,18:30:00,Away,Stetson,Deland,FL,,W,3,2
2009-02-28,11:00:00,Away,Kentucky,Deland,FL,,L,1,10
2009-02-28,13:30:00,Home,Centenary College,Deland,FL,,W,3,0
2009-03-07,12:00:00,Home,Dartmouth,College Park,MD,,W,6,0
2009-03-07,14:00:00,Home,Manhattan,College Park,MD,,L,2,4
2009-03-08,11:00:00,Home,Gardner-Webb,College Park,MD,,W,1,0
2009-03-08,12:55:00,Home,Dartmouth,College Park,MD,,W,10,2
2009-03-11,17:00:00,Home,Towson,College Park,MD,,W,7,3
2009-03-13,15:00:00,Home,Seton Hall,College Park,MD,,W,11,1
2009-03-14,13:00:00,Away,Delaware,College Park,MD,,W,4,3
2009-03-14,15:00:00,Home,Fordham,College Park,MD,,L,2,6
2009-03-15,15:00:00,Home,Mount St. Mary's,College Park,MD,,W,7,1
2009-03-15,17:00:00,Home,Howard,College Park,MD,,W,8,4
2009-03-21,13:00:00,Home,North Carolina,College Park,MD,,L,0,7
2009-03-21,15:00:00,Home,North Carolina,College Park,MD,,L,2,10
2009-03-22,13:00:00,Home,North Carolina,College Park,MD,,L,1,2
2009-03-25,17:00:00,Home,Northwestern,College Park,MD,,L,2,7
2009-03-28,12:00:00,Home,North Carolina St,College Park,MD,,L,0,1
2009-03-28,14:00:00,Home,North Carolina St,College Park,MD,,W,4,3
2009-03-29,13:00:00,Home,North Carolina St,College Park,MD,,W,7,6
2009-04-04,13:00:00,Away,Virginia,Charlottesville,VA,,W,5,2
2009-04-04,15:00:00,Away,Virginia,Charlottesville,VA,,W,5,0
2009-04-05,13:00:00,Away,Virginia,Charlottesville,VA,,W,8,4
2009-04-08,17:00:00,Home,Hofstra,College Park,MD,,W,4,2
2009-04-08,19:00:00,Home,Hofstra,College Park,MD,,L,1,5
2009-04-11,16:00:00,Away,Florida St,Tallahassee,FL,,L,0,1
2009-04-11,18:00:00,Away,Florida St,Tallahassee,FL,,L,0,8
2009-04-12,13:00:00,Away,Florida St,Tallahassee,FL,,L,0,1
2009-04-18,13:00:00,Home,Boston College,College Park,MD,,W,4,3
2009-04-18,15:00:00,Home,Boston College,College Park,MD,,W,4,3
2009-04-19,13:00:00,Home,Boston College,College Park,MD,,L,1,2
2009-04-23,17:00:00,Home,Penn St,College Park,MD,,L,2,3
2009-04-23,19:00:00,Home,Penn St,College Park,MD,,W,2,0
2009-04-25,12:00:00,Away,Virginia Tech,Blacksburg,VA,,W,5,4
2009-04-25,15:00:00,Away,Virginia Tech,Blacksburg,VA,,L,5,6
2009-04-26,13:00:00,Away,Virginia Tech,Blacksburg,VA,,W,4,1
2009-04-28,17:00:00,Home,George Washington,College Park,MD,,W,2,0
2009-04-28,19:00:00,Home,George Washington,College Park,MD,,W,2,1
2009-04-29,17:00:00,Home,Delaware St,College Park,MD,,W,9,1
2009-04-29,19:00:00,Home,Delaware St,College Park,MD,,W,7,0
2009-05-02,13:00:00,Home,Georgia Tech,College Park,MD,,L,2,9
2009-05-02,15:00:00,Home,Georgia Tech,College Park,MD,,L,0,8
2009-05-08,19:30:00,Home,Virginia Tech,Raleigh,NC,,L,0,3
2010-02-19,16:00:00,Home,Kentucky,Boca Raton,FL,,L,0,1
2010-02-19,20:00:00,Home,Florida Atlantic,Boca Raton,FL,,W,2,1
2010-02-20,11:00:00,Home,Pittsburgh,Boca Raton,FL,,W,4,3
2010-02-20,16:00:00,Home,Mississippi,Boca Raton,FL,,L,0,2
2010-02-21,11:00:00,Away,Mississippi,Boca Raton,FL,,L,1,2
2010-02-26,13:30:00,Away,Alabama,Columbus,GA,,L,1,4
2010-02-26,18:30:00,Home,Iowa,Columbus,GA,,W,11,1
2010-02-27,16:00:00,Home,Mississippi St,Columbus,GA,,L,4,5
2010-02-27,18:30:00,Home,UCF,Columbus,GA,,W,3,2
2010-02-28,12:30:00,Home,Michigan,Columbus,GA,,L,0,9
2010-03-05,14:30:00,Home,Princeton,College Park,MD,,W,9,0
2010-03-05,17:00:00,Home,Mount St. Mary's,College Park,MD,,W,2,0
2010-03-06,15:00:00,Home,Towson,College Park,MD,,L,0,2
2010-03-06,17:30:00,Home,Princeton,College Park,MD,,W,7,5
2010-03-07,12:30:00,Home,Mount St. Mary's,College Park,MD,,W,4,2
2010-03-10,17:00:00,Home,Howard,College Park,MD,,W,3,0
2010-03-10,19:00:00,Home,Howard,College Park,MD,,W,9,1
2010-03-14,13:00:00,Home,Virginia,College Park,MD,,L,3,5
2010-03-14,15:00:00,Home,Virginia,College Park,MD,,L,1,3
2010-03-17,9:00:00,Home,Akron,Kissimmee,FL,,W,9,1
2010-03-17,11:00:00,Home,Columbia,Kissimmee,FL,,W,9,1
2010-03-19,13:00:00,Neutral,Oklahoma St,Tampa,FL,,W,2,1
2010-03-19,18:00:00,Home,Florida Gulf Coast,Tampa,FL,,W,3,0
2010-03-20,10:00:00,Home,North Florida,Tampa,FL,,W,1,0
2010-03-20,12:00:00,Home,Dartmouth,Tampa,FL,,W,11,4
2010-03-21,9:00:00,Home,Texas Tech,Tampa,FL,,W,3,2
2010-03-24,17:00:00,Home,James Madison,College Park,MD,,W,8,0
2010-03-24,19:00:00,Home,James Madison,College Park,MD,,W,9,7
2010-03-27,13:00:00,Away,Georgia Tech,Atlanta,GA,,L,8,9
2010-03-27,15:00:00,Away,Georgia Tech,Atlanta,GA,,L,1,3
2010-03-28,9:00:00,Away,Georgia Tech,Atlanta,GA,,L,0,1
2010-03-30,17:00:00,Home,HOFSTRA,College Park,MD,,L,0,2
2010-03-30,19:00:00,Home,HOFSTRA,College Park,MD,,W,10,2
2010-04-03,13:00:00,Home,Florida St,College Park,MD,,L,0,2
2010-04-03,15:00:00,Home,Florida St,College Park,MD,,L,2,3
2010-04-04,13:00:00,Home,Florida St,College Park,MD,,W,6,2
2010-04-07,17:00:00,Home,George Washington,College Park,MD,,W,8,0
2010-04-07,19:00:00,Home,George Washington,College Park,MD,,W,8,0
2010-04-10,13:00:00,Home,Virginia Tech,College Park,MD,,W,7,0
2010-04-10,15:00:00,Home,Virginia Tech,College Park,MD,,L,1,2
2010-04-11,13:00:00,Home,Virginia Tech,College Park,MD,,W,7,3
2010-04-14,16:00:00,Away,Towson,Baltimore,MD,,L,0,1
2010-04-17,13:00:00,Away,North Carolina,Chapel Hill,NC,,W,5,2
2010-04-17,15:00:00,Away,North Carolina,Chapel Hill,NC,,W,2,1
2010-04-18,13:00:00,Away,North Carolina,Chapel Hill,NC,,L,0,4
2010-04-24,12:00:00,Away,North Carolina St,Raleigh,NC,,L,0,2
2010-04-24,15:00:00,Away,North Carolina St,Raleigh,NC,,W,2,0
2010-04-25,12:30:00,Away,North Carolina St,Raleigh,NC,,W,1,0
2010-04-28,17:00:00,Home,Delaware St,College Park,MD,,W,8,0
2010-04-28,19:00:00,Home,Delaware St,College Park,MD,,W,5,1
2010-05-01,13:00:00,Home,Longwood,College Park,MD,,W,3,1
2010-05-01,15:00:00,Home,Longwood,College Park,MD,,L,1,5
2010-05-09,11:30:00,Away,Boston College,Chestnut Hill,MA,,W,5,1
2010-05-09,13:30:00,Away,Boston College,Chestnut Hill,MA,,L,3,6
2010-05-14,12:00:00,Away,Florida St,Blacksburg,Va,,L,0,3
2010-05-21,19:00:00,Away,Fordham,College Park,MD,,L,1,2
2010-05-22,14:00:00,Away,Syracuse,College Park,MD,,W,4,1
2010-05-22,16:00:00,Home,Fordham,College Park,MD,,L,2,5
2011-02-11,15:00:00,Home,Iowa,Athens,GA,,L,0,1
2011-02-12,17:00:00,Away,Illinois St,Athens,GA,,L,0,5
2011-02-12,19:00:00,Home,Lipscomb,Athens,GA,,W,4,3
2011-02-13,11:00:00,Home,East Carolina,Athens,GA,,W,3,1
2011-02-13,13:00:00,Away,Georgia,Athens,GA,,L,2,8
2011-02-25,9:00:00,Home,Pittsburgh,Boca Raton,FL,,W,1,0
2011-02-25,13:00:00,Away,Kent St,Boca Raton,FL,,L,3,5
2011-02-26,9:00:00,Away,Connecticut,Boca Raton,FL,,W,3,1
2011-02-26,11:00:00,Home,Jacksonville,Boca Raton,FL,,W,2,1
2011-02-27,13:00:00,Home,Pittsburgh,Boca Raton,FL,,W,5,4
2011-03-04,12:30:00,Home,Illinois St,Orlando,FL,,L,7,9
2011-03-04,15:00:00,Away,Illinois,Orlando,FL,,L,1,3
2011-03-05,12:30:00,Home,Longwood,Orlando,FL,,W,16,0
2011-03-05,15:00:00,Home,Notre Dame,Orlando,FL,,L,3,5
2011-03-06,11:30:00,Home,Temple,Orlando,FL,,W,1,0
2011-03-09,17:00:00,Home,East Carolina,College Park,MD,,L,2,3
2011-03-09,19:00:00,Home,East Carolina,College Park,MD,,W,4,2
2011-03-11,15:00:00,Home,Nebraska,Tampa,FL,,L,4,6
2011-03-11,20:00:00,Away,Colorado St,Tampa,FL,,W,6,0
2011-03-12,12:30:00,Home,St. John's,Tampa,FL,,W,4,3
2011-03-12,15:00:00,Home,Saint Joseph's,Tampa,FL,,W,4,1
2011-03-13,12:00:00,Home,Quinnipiac,Tampa,FL,,W,4,1
2011-03-16,17:00:00,Home,Fordham,College Park,MD,,W,7,1
2011-03-16,19:00:00,Home,Fordham,College Park,MD,,W,5,4
2011-03-18,12:15:00,Home,Princeton,College Park,MD,,W,6,0
2011-03-19,11:15:00,Home,Utah,College Park,MD,,W,6,0
2011-03-19,13:30:00,Away,Villanova,College Park,MD,,W,5,0
2011-03-20,12:15:00,Home,Hampton,College Park,MD,,W,9,1
2011-03-20,14:30:00,Away,Villanova,College Park,MD,,W,1,0
2011-03-26,12:00:00,Away,Virginia,Charlottesville,VA,,W,13,0
2011-03-26,14:00:00,Away,Virginia,Charlottesville,VA,,W,7,0
2011-04-02,13:00:00,Home,Georgia Tech,College Park,MD,,L,2,5
2011-04-02,15:00:00,Home,Georgia Tech,College Park,MD,,L,3,4
2011-04-03,13:00:00,Home,Georgia Tech,College Park,MD,,L,0,2
2011-04-06,17:00:00,Home,Georgetown,College Park,MD,,W,10,0
2011-04-06,19:00:00,Home,Georgetown,College Park,MD,,W,1,0
2011-04-09,13:00:00,Home,Boston College,College Park,MD,,W,4,3
2011-04-09,15:00:00,Home,Boston College,College Park,MD,,W,1,0
2011-04-10,13:00:00,Home,Boston College,College Park,MD,,W,4,3
2011-04-17,11:00:00,Home,NC St,College Park,MD,,W,3,1
2011-04-17,13:00:00,Home,NC St,College Park,MD,,L,1,2
2011-04-19,17:00:00,Home,Binghamton,College Park,MD,,W,5,0
2011-04-19,19:00:00,Home,Binghamton,College Park,MD,,W,3,2
2011-04-23,13:00:00,Away,Florida St,Tallahassee,FL,,W,1,0
2011-04-23,15:00:00,Away,Florida St,Tallahassee,FL,,W,7,4
2011-04-24,12:00:00,Away,Florida St,Tallahassee,FL,,L,0,5
2011-04-27,17:00:00,Home,Delaware St,College Park,MD,,W,13,0
2011-04-27,19:00:00,Home,Delaware St,College Park,MD,,W,3,1
2011-04-30,12:00:00,Away,Virginia Tech,Blacksburg,VA,,W,3,2
2011-04-30,14:00:00,Away,Virginia Tech,Blacksburg,VA,,W,3,2
2011-05-01,13:00:00,Away,Virginia Tech,Blacksburg,VA,,W,2,0
2011-05-07,13:00:00,Home,North Carolina,College Park,MD,,L,0,2
2011-05-07,15:00:00,Home,North Carolina,College Park,MD,,L,5,6
2011-05-08,13:00:00,Home,North Carolina,College Park,MD,,W,5,0
2011-05-13,12:00:00,Home,NC St,Atlanta,GA,,W,4,3
2011-05-14,13:00:00,Home,North Carolina,Atlanta,GA,,L,3,7
2011-05-20,19:30:00,Home,East Carolina,College Park,MD,,L,1,5
2011-05-21,14:30:00,Away,Lehigh,College Park,MD,,W,11,0
2011-05-21,17:00:00,Home,East Carolina,College Park,MD,,L,0,2
2012-02-17,9:00:00,Home,Long Island,Boca Raton,FL,,W,3,1
2012-02-17,11:00:00,Home,Michigan,Boca Raton,FL,,W,7,3
2012-02-18,16:00:00,Home,Wright St,Boca Raton,FL,,L,0,8
2012-02-18,20:00:00,Home,Florida Atlantic,Boca Raton,FL,,W,4,1
2012-02-19,11:00:00,Home,Kentucky,Boca Raton,FL,,W,2,1
2012-02-22,15:00:00,Home,Oakland,College Park,MD,,W,7,3
2012-02-22,17:00:00,Home,Oakland,College Park,MD,,W,10,2
2012-02-24,12:15:00,Home,Southern Illinois,Kissimmee,FL,,W,12,8
2012-02-24,14:30:00,Away,Marshall,Kissimmee,FL,,W,10,2
2012-02-25,14:30:00,Home,Wisconsin,Kissimmee,FL,,W,4,3
2012-02-25,16:45:00,Away,St. John's,Kissimmee,FL,,L,3,11
2012-02-26,10:00:00,Home,Marshall,Kissimmee,FL,,W,2,1
2012-03-02,12:00:00,Home,Massachusetts,Tuscaloosa,AL,,L,6,16
2012-03-02,14:30:00,Away,Alabama,Tuscaloosa,AL,,L,1,19
2012-03-03,12:00:00,Away,UAB,Tuscaloosa,AL,,W,4,2
2012-03-03,17:00:00,Home,Alabama,Tuscaloosa,AL,,L,1,9
2012-03-04,12:00:00,Home,Massachusetts,Tuscaloosa,AL,,L,1,4
2012-03-09,15:00:00,Home,Princeton,College Park,MD,,W,7,3
2012-03-09,17:30:00,Away,Rhode Island,College Park,MD,,W,17,7
2012-03-10,15:00:00,Home,Princeton,College Park,MD,,W,10,6
2012-03-10,17:30:00,Away,Kent St,College Park,MD,,W,2,1
2012-03-11,13:30:00,Home,Kent St,College Park,MD,,W,5,0
2012-03-16,16:30:00,Home,Bryant University,Clearwater,FL,,L,4,6
2012-03-16,18:45:00,Home,Canisius,Clearwater,FL,,W,8,0
2012-03-17,16:00:00,Home,Boston University,Clearwater,FL,,L,0,1
2012-03-17,18:15:00,Away,Illinois,Clearwater,FL,,W,5,0
2012-03-18,11:15:00,Home,Florida A&M,Clearwater,FL,,L,0,9
2012-03-21,17:00:00,Away,Florida Gulf Coast,Ft Myers,FL,,L,1,3
2012-03-21,19:00:00,Away,Florida Gulf Coast,Ft Myers,FL,,L,1,9
2012-03-31,13:00:00,Home,Virginia Tech,College Park,MD,,L,0,5
2012-03-31,15:00:00,Home,Virginia Tech,College Park,MD,,L,5,7
2012-04-01,13:00:00,Home,Virginia Tech,College Park,MD,,L,1,5
2012-04-04,17:00:00,Home,George Mason,College Park,MD,,W,3,1
2012-04-04,19:00:00,Home,George Mason,College Park,MD,,W,6,3
2012-04-07,13:00:00,Away,Georgia Tech,Atlanta,GA,,L,1,6
2012-04-07,15:00:00,Away,Georgia Tech,Atlanta,GA,,L,6,9
2012-04-08,14:00:00,Away,Georgia Tech,Atlanta,GA,,L,0,5
2012-04-14,13:00:00,Home,Virginia,College Park,MD,,W,3,1
2012-04-14,15:00:00,Home,Virginia,College Park,MD,,W,6,5
2012-04-15,13:00:00,Home,Virginia,College Park,MD,,W,8,0
