mchDate,mchTime,mchType,oppName,locName,locState,trnName,-=winLoss,-runTerps',-runOpponents'
2012-04-18,17:00:00,Home,Howard,College Park,MD,,W,9,0
2012-04-18,19:00:00,Home,Howard,College Park,MD,,W,10,0
2012-04-21,13:00:00,Away,North Carolina St,Raleigh,NC,,W,5,3
2012-04-21,15:00:00,Away,North Carolina St,Raleigh,NC,,L,4,5
2012-04-22,12:00:00,Away,North Carolina St,Raleigh,NC,,W,4,3
2012-04-25,17:00:00,Home,Delaware St,College Park,MD,,W,15,0
2012-04-25,19:00:00,Home,Delaware St,College Park,MD,,W,10,5
2012-04-28,13:00:00,Away,Boston College,Chestnut Hill,MA,,W,4,3
2012-04-28,15:00:00,Away,Boston College,Chestnut Hill,MA,,W,4,1
2012-04-29,13:00:00,Away,Boston College,Chestnut Hill,MA,,W,11,0
2012-05-05,13:00:00,Home,Florida St,College Park,MD,,L,3,4
2012-05-05,15:00:00,Home,Florida St,College Park,MD,,W,4,1
2012-05-06,12:00:00,Home,Florida St,College Park,MD,,W,4,3
2012-05-10,19:30:00,Away,Virginia Tech,Chapel Hill,NC,,L,2,5
2012-05-18,18:30:00,Away,Texas Tech,Seattle,WA,,L,1,6
2012-05-19,18:30:00,Home,Harvard,Seattle,WA,,L,2,3
2013-02-15,11:00:00,Neutral,LIU Brooklyn,Boca Raton,FL,,W,5,3
2013-02-16,10:00:00,Away,Massachusetts,Boca Raton,FL,,W,16,8
2013-02-16,12:00:00,Neutral,Michigan,Boca Raton,FL,,L,2,10
2013-02-17,13:00:00,Neutral,LIU Brooklyn,Boca Raton,FL,,W,18,1
2013-02-21,16:00:00,Neutral,Missouri,Palm Springs,CA,,L,1,13
2013-02-21,23:30:00,Neutral,Oregon St,Palm Springs,CA,,L,0,8
2013-02-22,23:30:00,Neutral,Nebraska,Palm Springs,CA,,L,1,8
2013-02-23,15:00:00,Neutral,UCLA,Palm Springs,CA,,L,3,4
2013-02-23,17:30:00,Neutral,California,Palm Springs,CA,,L,2,3
2013-03-01,11:00:00,Neutral,Fordham,Kissimmee,FL,,W,10,2
2013-03-01,15:30:00,Neutral,Mississippi St,Kissimmee,FL,,L,3,4
2013-03-02,12:15:00,Neutral,Hofstra,Kissimmee,FL,,L,3,11
2013-03-02,16:45:00,Neutral,Fairfield,Kissimmee,FL,,L,7,9
2013-03-03,13:30:00,Neutral,Notre Dame,Kissimmee,FL,,L,3,5
2013-03-05,15:30:00,Home,Seton Hall,College Park,MD,,L,2,6
2013-03-08,15:00:00,Home,St. John's,College Park,MD,,W,3,2
2013-03-08,17:00:00,Home,Radford,College Park,MD,,L,3,4
2013-03-09,11:00:00,Home,Iowa,College Park,MD,,L,4,9
2013-03-09,13:00:00,Home,Ohio St,College Park,MD,,L,9,10
2013-03-10,13:00:00,Home,Binghamton,College Park,MD,,W,10,9
2013-03-12,17:00:00,Home,Hampton,College Park,MD,,W,14,6
2013-03-12,19:00:00,Home,Hampton,College Park,MD,,W,13,5
2013-03-15,16:00:00,Neutral,Boston University,Clearwater,FL,,W,3,2
2013-03-15,18:15:00,Neutral,Oklahoma St,Clearwater,FL,,L,0,1
2013-03-16,11:00:00,Neutral,Temple,Clearwater,FL,,W,6,1
2013-03-16,16:00:00,Neutral,Valparaiso,Clearwater,FL,,W,4,0
2013-03-17,11:45:00,Neutral,Dartmouth,Clearwater,FL,,L,0,4
2013-03-23,13:00:00,Home,Virginia,College Park,MD,,W,6,5
2013-03-23,15:00:00,Home,Virginia,College Park,MD,,W,9,6
2013-03-24,13:00:00,Home,Virginia,College Park,MD,,W,6,5
2013-03-27,17:00:00,Home,Howard,College Park,MD,,W,20,0
2013-03-27,19:00:00,Home,Howard,College Park,MD,,W,13,0
2013-03-30,13:00:00,Home,Florida St,College Park,MD,,W,5,4
2013-03-30,15:00:00,Home,Florida St,College Park,MD,,L,1,13
2013-03-31,12:00:00,Home,Florida St,College Park,MD,,L,9,14
2013-04-03,16:00:00,Home,Coppin St,College Park,MD,,W,9,0
2013-04-03,18:00:00,Home,Coppin St,College Park,MD,,W,7,3
2013-04-06,13:00:00,Away,North Carolina St,Raleigh,NC,,W,2,1
2013-04-06,15:00:00,Away,North Carolina St,Raleigh,NC,,L,0,4
2013-04-07,13:00:00,Away,North Carolina St,Raleigh,NC,,L,1,7
2013-04-10,16:00:00,Away,George Mason,Fairfax,VA,,L,3,8
2013-04-10,18:00:00,Away,George Mason,Fairfax,VA,,W,4,3
2013-04-13,13:00:00,Away,Georgia Tech,Atlanta,GA,,W,8,6
2013-04-13,15:00:00,Away,Georgia Tech,Atlanta,GA,,L,4,5
2013-04-14,13:00:00,Away,Georgia Tech,Atlanta,GA,,W,14,5
2013-04-20,13:00:00,Home,Boston College,College Park,MD,,W,6,0
2013-04-20,15:00:00,Home,Boston College,College Park,MD,,L,6,8
2013-04-21,13:00:00,Home,Boston College,College Park,MD,,W,10,1
2013-04-24,17:00:00,Home,Delaware St,College Park,MD,,W,11,0
2013-04-24,19:00:00,Home,Delaware St,College Park,MD,,W,12,3
2013-04-27,13:00:00,Home,North Carolina,College Park,MD,,W,9,4
2013-04-27,15:00:00,Home,North Carolina,College Park,MD,,W,9,1
2013-04-28,13:00:00,Home,North Carolina,College Park,MD,,L,1,8
2013-05-04,12:00:00,Away,Virginia Tech,Blacksburg,VA,,W,3,1
2013-05-04,14:00:00,Away,Virginia Tech,Blacksburg,VA,,W,9,7
2013-05-05,13:00:00,Away,Virginia Tech,Blacksburg,VA,,L,0,4
2013-05-09,11:00:00,Neutral,Virginia Tech,Tallahassee,FL,,L,5,8
2014-02-07,11:00:00,Neutral,DePaul,Miami,FL,,L,4,8
2014-02-07,16:00:00,Away,Florida International,Miami,FL,,L,9,14
2014-02-08,10:00:00,Neutral,Jacksonville,Miami,FL,,L,2,6
2014-02-08,13:00:00,Neutral,Florida International,Miami,FL,,L,5,6
2014-02-09,11:00:00,Neutral,Jacksonville,Miami,FL,,L,0,1
2014-02-14,15:00:00,Away,Mississippi St,Boca Raton,FL,,L,1,3
2014-02-14,17:30:00,Away,South Carolina,Boca Raton,FL,,W,8,4
2014-02-15,12:30:00,Away,South Carolina,Boca Raton,FL,,L,2,8
2014-02-15,17:30:00,Away,Florida Atlantic,Boca Raton,FL,,L,0,4
2014-02-16,13:00:00,Away,LIU,Boca Raton,FL,,L,1,2
2014-02-20,18:00:00,Away,Washington,Palm Springs,CA,,L,0,11
2014-02-20,20:30:00,Away,Long Beach St,Palm Springs,CA,,L,5,11
2014-02-21,13:00:00,Away,Stanford,Palm Springs,CA,,L,1,2
2014-02-22,20:00:00,Neutral,UCLA,Palm Springs,CA,,L,5,10
2014-02-22,22:30:00,Neutral,Cal Poly,Palm Springs,CA,,L,0,4
2014-02-28,13:15:00,Neutral,Nebraska-Omaha,Kissimmee,FL,,L,1,4
2014-02-28,15:30:00,Neutral,Radford,Kissimmee,FL,,L,1,6
2014-03-01,15:30:00,Neutral,Auburn,Kissimmee,FL,,L,3,16
2014-03-01,17:45:00,Neutral,Oregon,Kissimmee,FL,,L,2,10
2014-03-02,10:00:00,Neutral,Florida,Kissimmee,FL,,L,0,16
2014-03-15,13:00:00,Home,Georgia Tech,College Park,MD,,L,4,7
2014-03-15,15:00:00,Home,Georgia Tech,College Park,MD,,L,1,4
2014-03-16,13:00:00,Home,Georgia Tech,College Park,MD,,L,6,7
2014-03-22,13:00:00,Away,North Carolina,Chapel Hill,NC,,L,5,11
2014-03-22,15:00:00,Away,North Carolina,Chapel Hill,NC,,W,12,11
2014-03-23,10:00:00,Away,North Carolina,Chapel Hill,NC,,L,3,12
2014-04-02,15:00:00,Home,Syracuse,College Park,MD,,L,4,9
2014-04-02,17:00:00,Home,Syracuse,College Park,MD,,W,7,6
2014-04-05,10:00:00,Away,Florida St,Tallahassee,FL,,L,2,10
2014-04-05,12:00:00,Away,Florida St,Tallahassee,FL,,L,6,14
2014-04-06,11:00:00,Away,Florida St,Tallahassee,FL,,L,5,7
2014-04-12,13:00:00,Away,Boston College,Chestnut Hill,MA,,L,0,8
2014-04-12,15:00:00,Away,Boston College,Chestnut Hill,MA,,L,2,4
2014-04-13,13:00:00,Away,Boston College,Chestnut Hill,MA,,W,4,2
2014-04-16,17:00:00,Home,Delaware St,College Park,MD,,W,10,2
2014-04-19,13:00:00,Home,Virginia Tech,College Park,MD,,L,0,3
2014-04-19,15:00:00,Home,Virginia Tech,College Park,MD,,L,6,8
2014-04-20,13:00:00,Home,Virginia Tech,College Park,MD,,W,8,1
2014-04-23,17:00:00,Home,Howard,College Park,MD,,W,15,0
2014-04-23,19:00:00,Home,Howard,College Park,MD,,W,10,4
2014-04-27,13:00:00,Away,Notre Dame,South Bend,IN,,L,0,9
2014-04-27,15:00:00,Away,Notre Dame,South Bend,IN,,L,5,8
2014-04-28,19:00:00,Away,Notre Dame,South Bend,IN,,L,1,9
2014-05-03,13:00:00,Home,Pittsburgh,College Park,MD,,W,8,0
2014-05-03,15:00:00,Home,Pittsburgh,College Park,MD,,W,7,6
2014-05-04,13:00:00,Home,Pittsburgh,College Park,MD,,W,7,5
2015-02-06,12:00:00,Neutral,Virginia Tech,Myrtle Beach,SC,,L,6,7
2015-02-07,10:00:00,Neutral,Lafayette,Myrtle Beach,SC,,W,8,2
2015-02-07,12:30:00,Neutral,Virginia Tech,Myrtle Beach,SC,,L,10,11
2015-02-08,11:45:00,Away,Coastal Carolina,Myrtle Beach,SC,,W,3,1
2015-02-08,14:15:00,Away,Coastal Carolina,Myrtle Beach,SC,,W,4,3
2015-02-13,11:15:00,Neutral,Providence,Boca Raton,FL,,W,4,0
2015-02-13,13:30:00,Neutral,Drexel,Boca Raton,FL,,W,6,0
2015-02-14,9:00:00,Neutral,Tulsa,Boca Raton,FL,,L,0,1
2015-02-14,13:30:00,Neutral,Drexel,Boca Raton,FL,,W,3,1
2015-02-15,13:30:00,Away,Florida Atlantic,Boca Raton,FL,,L,5,6
2015-02-19,18:00:00,Neutral,Notre Dame,Palm Springs,CA,,L,6,8
2015-02-19,21:00:00,Neutral,BYU,Palm Springs,CA,,W,2,1
2015-02-20,23:30:00,Neutral,Nevada,Palm Springs,CA,,W,4,3
2015-02-21,15:30:00,Neutral,UNLV,Palm Springs,CA,,W,5,2
2015-02-21,23:00:00,Neutral,Long Beach St,Palm Springs,CA,,W,10,7
2015-02-27,11:00:00,Neutral,Fordham,Orlando,FL,,W,4,3
2015-02-27,15:30:00,Neutral,Mississippi St,Orlando,FL,,L,2,6
2015-03-01,10:00:00,Neutral,Missouri,Orlando,FL,,L,1,5
2015-03-01,12:15:00,Neutral,Northern Iowa,Orlando,FL,,W,10,0
2015-03-03,14:30:00,Away,UCF,Orlando,FL,,L,6,8
2015-03-07,13:00:00,Neutral,Rhode Island,Harrisonburg,VA,,W,18,3
2015-03-08,12:00:00,Neutral,Stony Brook,Harrisonburg,VA,,W,2,1
2015-03-08,16:30:00,Neutral,James Madison,Harrisonburg,VA,,L,5,10
2015-03-15,16:00:00,Home,Lafayette,College Park,MD,,W,9,1
2015-03-15,18:00:00,Home,Lafayette,College Park,MD,,W,14,0
2015-03-16,11:00:00,Home,Princeton,College Park,MD,,W,6,5
2015-03-17,15:00:00,Home,St Francis,College Park,MD,,L,2,3
2015-03-17,17:00:00,Home,St Francis,College Park,MD,,L,2,5
2015-03-20,17:00:00,Away,Iowa,Iowa City,IA,,W,15,14
2015-03-21,15:00:00,Away,Iowa,Iowa City,IA,,L,4,8
2015-03-22,14:00:00,Away,Iowa,Iowa City,IA,,W,19,0
2015-03-25,17:00:00,Home,Dartmouth,College Park,MD,,W,18,8
2015-03-25,19:00:00,Home,Dartmouth,College Park,MD,,L,5,8
2015-03-27,18:00:00,Home,Ohio St,College Park,MD,,W,11,10
2015-03-29,12:00:00,Home,Ohio St,College Park,MD,,L,6,18
2015-03-29,15:00:00,Home,Ohio St,College Park,MD,,L,5,9
2015-04-04,12:00:00,Away,Indiana,Bloomington,IN,,W,6,3
2015-04-04,15:00:00,Away,Indiana,Bloomington,IN,,L,8,11
2015-04-05,13:00:00,Away,Indiana,Bloomington,IN,,W,21,8
2015-04-10,13:00:00,Home,Illinois,College Park,MD,,L,3,7
2015-04-11,13:00:00,Home,Illinois,College Park,MD,,L,8,14
2015-04-12,12:30:00,Home,Illinois,College Park,MD,,L,4,5
2015-04-17,18:00:00,Home,Penn St,College Park,MD,,W,8,6
2015-04-18,13:00:00,Home,Penn St,College Park,MD,,W,7,6
2015-04-19,11:00:00,Home,Penn St,College Park,MD,,W,5,3
2015-04-21,14:00:00,Away,Rutgers,Piscataway,NJ,,L,5,6
2015-04-21,16:00:00,Away,Rutgers,Piscataway,NJ,,L,3,11
2015-04-24,17:00:00,Home,Michigan,College Park,MD,,L,0,8
2015-04-25,13:00:00,Home,Michigan,College Park,MD,,L,2,10
2015-04-26,13:00:00,Home,Michigan,College Park,MD,,L,0,1
2015-05-01,16:00:00,Away,Michigan St,East Lansing,MI,,L,3,4
2015-05-02,13:00:00,Away,Michigan St,East Lansing,MI,,W,6,5
2015-05-03,13:00:00,Away,Michigan St,East Lansing,MI,,L,4,7
2015-05-07,14:30:00,Neutral,Penn St,Columbus,OH,,L,6,10
2016-02-12,11:30:00,Neutral,Boston College,Tempe,AZ,,L,1,9
2016-02-12,16:00:00,Neutral,Boise St,Tempe,AZ,,W,9,4
2016-02-13,11:30:00,Neutral,Oregon,Tempe,AZ,,L,2,7
2016-02-13,14:00:00,Neutral,San Diego,Tempe,AZ,,W,13,9
2016-02-14,11:00:00,Neutral,Utah St,Tempe,AZ,,L,0,5
2016-02-19,12:30:00,Neutral,Alabama,Atlanta,GA,,L,0,1
2016-02-19,17:30:00,Away,Georgia St,Atlanta,GA,,L,3,4
2016-02-20,15:00:00,Neutral,Mercer,Atlanta,GA,,W,6,5
2016-02-20,17:30:00,Neutral,Miami OH,Atlanta,GA,,L,1,7
2016-02-21,10:00:00,Neutral,Alabama,Atlanta,GA,,L,5,10
2016-02-26,11:15:00,Neutral,Boston University,Boca Raton,FL,,W,3,2
2016-02-26,13:30:00,Neutral,Columbia,Boca Raton,FL,,L,1,4
2016-02-27,13:30:00,Neutral,Columbia,Boca Raton,FL,,L,2,4
2016-02-27,20:15:00,Away,Florida Atlantic,Boca Raton,FL,,W,8,7
2016-02-28,11:15:00,Neutral,Stony Brook,Boca Raton,FL,,L,4,10
2016-03-04,15:30:00,Neutral,Georgetown,Nats' Youth Academy (Washington DC),DC,,L,4,5
2016-03-05,11:00:00,Neutral,Monmouth,GW Softball Field (Washington DC),DC,,L,2,11
2016-03-05,13:30:00,Neutral,George Washington,GW Softball Field (Washington DC),DC,,L,7,9
2016-03-06,11:00:00,Neutral,Columbia,Nats' Youth Academy (Washington DC),DC,,W,5,4
2016-03-11,12:00:00,Neutral,Saint Louis,Norman,OK,,L,2,11
2016-03-11,14:15:00,Neutral,Brigham Young,Norman,OK,,L,4,7
2016-03-12,14:15:00,Neutral,Saint Louis,Norman,OK,,W,8,0
2016-03-12,18:45:00,Away,Oklahoma,Norman,OK,,L,2,11
2016-03-13,13:00:00,Away,Oklahoma,Norman,OK,,L,0,11
2016-03-18,16:30:00,Home,Massachusetts,Maryland Softball Stadium,,,L,4,5
2016-03-18,18:45:00,Home,North Dakota St,Maryland Softball Stadium,,,L,1,10
2016-03-20,16:00:00,Home,Binghamton,Maryland Softball Stadium,,,L,3,9
2016-03-25,18:00:00,Away,Ohio St,Columbus,OH,,L,2,12
2016-03-26,14:00:00,Away,Ohio St,Columbus,OH,,L,3,4
2016-03-27,13:00:00,Away,Ohio St,Columbus,OH,,L,4,13
2016-04-01,18:00:00,Home,Nebraska,Maryland Softball Stadium,,,W,7,4
2016-04-02,14:00:00,Home,Nebraska,Maryland Softball Stadium,,,L,2,14
2016-04-03,13:00:00,Home,Nebraska,Maryland Softball Stadium,,,L,4,26
2016-04-05,16:00:00,Home,Saint Francis (PA),Maryland Softball Stadium,,,W,6,3
2016-04-05,18:15:00,Home,Saint Francis (PA),Maryland Softball Stadium,,,L,3,7
2016-04-08,18:00:00,Home,Michigan St,Maryland Softball Stadium,,,L,3,12
2016-04-10,11:00:00,Home,Michigan St,Maryland Softball Stadium,,,W,10,2
2016-04-10,13:00:00,Home,Michigan St,Maryland Softball Stadium,,,W,9,8
2016-04-15,18:00:00,Away,Penn St,University Park,PA,,L,6,9
2016-04-16,16:00:00,Away,Penn St,University Park,PA,,L,0,4
2016-04-17,13:00:00,Away,Penn St,University Park,PA,,L,3,5
2016-04-20,15:00:00,Home,Rutgers,Maryland Softball Stadium,,,L,0,4
2016-04-20,17:00:00,Home,Rutgers,Maryland Softball Stadium,,,L,3,6
2016-04-22,18:00:00,Away,Michigan,Ann Arbor,MI,,L,1,9
2016-04-23,14:00:00,Away,Michigan,Ann Arbor,MI,,L,0,16
2016-04-24,13:00:00,Away,Michigan,Ann Arbor,MI,,L,0,8
2016-04-29,19:00:00,Away,Minnesota,Minneapolis,MN,,L,0,10
2016-04-30,14:00:00,Away,Minnesota,Minneapolis,MN,,L,1,11
2016-05-01,13:00:00,Away,Minnesota,Minneapolis,MN,,L,0,9
2016-05-07,13:00:00,Home,Indiana,Maryland Softball Stadium,,,L,3,8
2016-05-07,15:00:00,Home,Indiana,Maryland Softball Stadium,,,L,1,12
2016-05-08,13:00:00,Home,Indiana,Maryland Softball Stadium,,,W,10,8
2017-02-10,12:30:00,Neutral,Minnesota,Austin,TX,,L,2,3
2017-02-10,15:00:00,Neutral,Colorado St,Austin,TX,,L,5,14
2017-02-11,12:00:00,Neutral,Colorado St,Austin,TX,,L,3,6
2017-02-11,19:30:00,Away,Texas,Austin,TX,,L,2,10
2017-02-12,11:00:00,Neutral,Minnesota,Austin,TX,,L,2,10
2017-02-17,9:00:00,Neutral,FIU,Gainesville,FL,,L,1,6
2017-02-17,11:15:00,Neutral,Northwestern St,Gainesville,FL,,L,2,13
2017-02-18,9:00:00,Neutral,Florida A&M,Gainesville,FL,,L,1,5
2017-02-18,11:15:00,Away,Florida,Gainesville,FL,,W,4,2
2017-02-24,12:15:00,Neutral,Drake,Lafayette,LA,,L,0,3
2017-02-24,14:30:00,Neutral,Bowling Green,Lafayette,LA,,W,3,0
2017-02-25,13:45:00,Neutral,Bradley,Lafayette,LA,,L,2,4
2017-02-25,16:00:00,Away,Louisiana-Lafayette,Lafayette,LA,,L,0,3
2017-02-26,10:00:00,Neutral,Dartmouth,Lafayette,LA,,T,5,5
2017-03-03,11:00:00,Neutral,Butler,Columbia,MO,,L,2,3
2017-03-03,16:00:00,Neutral,Oregon,Columbia,MO,,L,0,14
2017-03-04,13:30:00,Neutral,Stephen F Austin,Columbia,MO,,L,4,5
2017-03-04,16:00:00,Away,Missouri,Columbia,MO,,L,0,2
2017-03-05,13:30:00,Away,Missouri,Columbia,MO,,W,9,8
2017-03-10,12:00:00,Neutral,UT Martin,Riverside,CA,,L,2,8
2017-03-10,14:30:00,Neutral,Iona,Riverside,CA,,L,4,8
2017-03-11,17:00:00,Away,UC Riverside,Riverside,CA,,W,6,3
2017-03-12,12:00:00,Neutral,Weber St,Riverside,CA,,L,2,6
2017-03-18,12:30:00,Home,Binghamton,College Park,MD,,W,5,4
2017-03-18,17:30:00,Home,Buffalo,College Park,MD,,W,6,3
2017-03-19,14:00:00,Home,Binghamton,College Park,MD,,L,7,9
2017-03-19,16:30:00,Home,James Madison,College Park,MD,,L,0,8
2017-03-20,15:00:00,Home,St. John's,College Park,MD,,W,3,0
2017-03-24,18:00:00,Home,Ohio St,College Park,MD,,L,2,6
2017-03-25,13:00:00,Home,Ohio St,College Park,MD,,L,6,10
2017-03-26,13:00:00,Home,Ohio St,College Park,MD,,L,0,22
2017-03-31,16:00:00,Away,Michigan St,East Lansing,MI,,L,3,11
2017-04-01,13:00:00,Away,Michigan St,East Lansing,MI,,L,0,2
2017-04-02,13:00:00,Away,Michigan St,East Lansing,MI,,L,2,6
2017-04-08,13:00:00,Away,Northwestern,Evanston,IL,,L,4,11
2017-04-08,15:00:00,Away,Northwestern,Evanston,IL,,L,5,6
2017-04-09,13:00:00,Away,Northwestern,Evanston,IL,,W,5,4
2017-04-14,18:00:00,Home,Michigan,College Park,MD,,L,1,5
2017-04-15,13:00:00,Home,Michigan,College Park,MD,,W,2,1
2017-04-16,13:00:00,Home,Michigan,College Park,MD,,L,3,4
2017-04-21,13:00:00,Away,Indiana,Bloomington,IN,,L,1,2
2017-04-21,15:00:00,Away,Indiana,Bloomington,IN,,L,0,5
2017-04-23,13:00:00,Away,Indiana,Bloomington,IN,,L,1,2
2017-04-28,18:00:00,Home,Penn St,College Park,MD,,L,3,10
2017-04-29,13:00:00,Home,Penn St,College Park,MD,,W,2,1
2017-04-30,13:00:00,Home,Penn St,College Park,MD,,L,5,7
2017-05-03,13:00:00,Away,Rutgers,New Brunswick,NJ,,W,4,3
2017-05-03,16:30:00,Away,Rutgers,New Brunswick,NJ,,L,3,4
2017-05-05,18:00:00,Home,Wisconsin,College Park,MD,,L,3,8
2017-05-06,15:30:00,Home,Wisconsin,College Park,MD,,L,3,5
2017-05-07,13:00:00,Home,Wisconsin,College Park,MD,,L,0,5
2018-02-09,13:30:00,Neutral,Cal Poly,Los Angeles,CA,,L,3,4
2018-02-09,18:30:00,Away,UCLA,Los Angeles,CA,,L,1,5
2018-02-10,17:30:00,Neutral,UC Riverside,Los Angeles,CA,,L,0,5
2018-02-10,20:00:00,Neutral,Cal Poly,Los Angeles,CA,,L,3,4
2018-02-11,12:00:00,Neutral,Middle Tennessee,Los Angeles,CA,,W,2,1
2018-02-17,10:00:00,Neutral,Delaware,Auburn,AL,,W,4,1
2018-02-17,15:00:00,Neutral,Auburn,Auburn,AL,,L,1,12
2018-02-18,9:00:00,Neutral,Saint Francis (PA),Auburn,AL,,L,0,1
2018-02-18,11:30:00,Away,Auburn,Auburn,AL,,L,0,8
2018-02-23,11:30:00,Neutral,Iowa St,Gainesville,FL,,W,9,5
2018-02-23,16:30:00,Away,Florida,Gainesville,FL,,L,2,7
2018-02-24,9:00:00,Neutral,Georgia Southern,Gainesville,FL,,L,1,4
2018-02-24,14:00:00,Away,Florida,Gainesville,FL,,L,0,12
2018-02-25,8:00:00,Neutral,Illinois St,Gainesville,FL,,L,7,8
2018-03-02,10:00:00,Neutral,IUPUI,Louisville,KY,,W,2,0
2018-03-02,15:00:00,Away,Louisville,Louisville,KY,,L,1,4
2018-03-03,17:30:00,Neutral,Eastern Illinois,Louisville,KY,,W,3,2
2018-03-03,19:30:00,Neutral,IUPUI,Louisville,KY,,W,5,1
2018-03-04,10:00:00,Neutral,Miami OH,Louisville,KY,,L,1,2
2018-03-08,16:30:00,Home,Utah,College Park,MD,,L,1,7
2018-03-09,15:00:00,Home,Miami OH,College Park,MD,,L,0,2
2018-03-09,17:30:00,Home,Jacksonville,College Park,MD,,L,0,2
2018-03-10,12:30:00,Home,Utah,College Park,MD,,L,2,6
2018-03-10,15:00:00,Home,Yale,College Park,MD,,W,4,2
2018-03-16,18:00:00,Neutral,Tennessee,Honolulu,HI,,L,1,7
2018-03-16,20:30:00,Neutral,Cleveland St,Honolulu,HI,,W,5,4
2018-03-17,18:00:00,Neutral,North Dakota,Honolulu,HI,,W,2,1
2018-03-17,20:00:00,Neutral,Tennessee,Honolulu,HI,,L,0,10
2018-03-18,16:00:00,Away,Hawai'i,Honolulu,HI,,W,7,6
2018-03-24,13:00:00,Away,Penn St,State College,PA,,L,3,8
2018-03-24,15:30:00,Away,Penn St,State College,PA,,W,8,0
2018-03-25,13:00:00,Away,Penn St,State College,PA,,W,4,3
2018-03-30,18:00:00,Home,Iowa,College Park,MD,,W,2,1
2018-03-31,13:00:00,Home,Iowa,College Park,MD,,W,5,2
2018-04-01,12:00:00,Home,Iowa,College Park,MD,,W,1,0
2018-04-06,14:00:00,Away,Illinois,Champaign,IL,,L,0,11
2018-04-07,14:00:00,Away,Illinois,Champaign,IL,,L,1,7
2018-04-08,13:00:00,Away,Illinois,Champaign,IL,,L,2,20
2018-04-11,15:00:00,Home,Saint Francis (PA),College Park,MD,,L,0,3
2018-04-11,17:30:00,Home,Saint Francis (PA),College Park,MD,,W,7,4
2018-04-13,18:00:00,Home,Indiana,College Park,MD,,L,1,10
2018-04-14,13:00:00,Home,Indiana,College Park,MD,,L,3,9
2018-04-14,15:30:00,Home,Indiana,College Park,MD,,L,1,9
2018-04-17,17:00:00,Home,Rutgers,College Park,MD,,W,5,3
2018-04-17,19:30:00,Home,Rutgers,College Park,MD,,W,8,7
2018-04-20,18:00:00,Away,Michigan,Ann Arbor,MI,,L,0,6
2018-04-21,14:00:00,Away,Michigan,Ann Arbor,MI,,L,1,12
2018-04-22,12:30:00,Away,Michigan,Ann Arbor,MI,,L,0,8
2018-04-27,18:00:00,Away,Ohio St,Columbus,OH,,L,5,13
2018-04-28,14:00:00,Away,Ohio St,Columbus,OH,,L,5,9
2018-04-29,12:00:00,Away,Ohio St,Columbus,OH,,L,2,5
2018-05-04,15:00:00,Home,Michigan St,College Park,MD,,L,4,7
2018-05-04,18:00:00,Home,Michigan St,College Park,MD,,L,5,6
2018-05-05,13:00:00,Home,Michigan St,College Park,MD,,L,12,15
2018-05-10,14:30:00,Neutral,Illinois,Madison,WI,,L,3,5
2019-02-08,11:00:00,Neutral,Murray St,Troy,AL,,W,6,3
2019-02-08,16:00:00,Away,Troy,Troy,AL,,L,3,4
2019-02-09,11:00:00,Neutral,Alabama,Troy,AL,,L,0,10
2019-02-09,16:00:00,Away,Troy,Troy,AL,,L,1,10
2019-02-10,11:00:00,Neutral,Murray St,Troy,AL,,W,3,2
2019-02-15,14:00:00,Neutral,Nicholls St,Houston,TX,,W,2,1
2019-02-15,16:30:00,Away,Houston,Houston,TX,,W,4,2
2019-02-16,10:00:00,Neutral,UL-Monroe,Houston,TX,,W,8,0
2019-02-16,17:30:00,Away,Houston,Houston,TX,,L,4,12
2019-02-17,10:00:00,Neutral,Nevada,Houston,TX,,W,6,3
2019-02-22,12:00:00,Neutral,Portland St,Riverside,CA,,L,8,13
2019-02-22,17:00:00,Away,UC Riverside,Riverside,CA,,W,8,3
2019-02-23,12:00:00,Neutral,UNLV,Riverside,CA,,W,5,0
2019-02-23,17:00:00,Away,UC Riverside,Riverside,CA,,L,2,7
2019-02-24,12:00:00,Neutral,Portland St,Riverside,CA,,W,12,9
2019-03-01,10:30:00,Neutral,George Washington,Chapel Hill,NC,,L,2,5
2019-03-02,18:00:00,Away,North Carolina,Chapel Hill,NC,,L,5,11
2019-03-03,13:00:00,Neutral,UNC Greensboro,Chapel Hill,NC,,W,17,9
2019-03-08,16:00:00,Neutral,Fairfield,DeLand,FL,,L,5,6
2019-03-08,18:30:00,Away,Stetson,DeLand,FL,,L,5,6
2019-03-09,12:30:00,Neutral,UT-Martin,DeLand,FL,,W,5,4
2019-03-09,15:00:00,Neutral,Bethune-Cookman,DeLand,FL,,W,3,2
2019-03-10,10:00:00,Neutral,UT-Martin,DeLand,FL,,L,2,3
2019-03-14,15:00:00,Home,UMBC,College Park,MD,,W,9,2
2019-03-14,17:30:00,Home,Rhode Island,College Park,MD,,W,6,4
2019-03-15,15:00:00,Home,Bryant,College Park,MD,,W,9,2
2019-03-16,15:00:00,Home,Villanova,College Park,MD,,W,6,5
2019-03-19,16:00:00,Home,Virginia,College Park,MD,,L,1,7
2019-03-22,18:00:00,Home,Minnesota,College Park,MD,,L,5,6
2019-03-23,14:00:00,Home,Minnesota,College Park,MD,,L,5,19
2019-03-24,13:00:00,Home,Minnesota,College Park,MD,,L,3,5
2019-03-29,18:00:00,Home,Ohio St,College Park,MD,,W,3,2
2019-03-30,14:00:00,Home,Ohio St,College Park,MD,,L,1,10
